Date,Currency,Currency Pair,Buying,Selling,Mid Rate
26-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
25-Mar-25,US Dollar,USDGHS,15.5122,15.5278,15.52
24-Mar-25,US Dollar,USDGHS,15.5122,15.5278,15.52
21-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
20-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
19-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
18-Mar-25,US Dollar,USDGHS,15.5322,15.5478,15.54
17-Mar-25,US Dollar,USDGHS,15.5322,15.5478,15.54
14-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
13-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
12-Mar-25,US Dollar,USDGHS,15.5322,15.5478,15.54
11-Mar-25,US Dollar,USDGHS,15.5322,15.5478,15.54
10-Mar-25,US Dollar,USDGHS,15.5322,15.5478,15.54
7-Mar-25,US Dollar,USDGHS,15.5422,15.5578,15.55
5-Mar-25,US Dollar,USDGHS,15.5122,15.5278,15.52
4-Mar-25,US Dollar,USDGHS,15.5122,15.5278,15.52
3-Mar-25,US Dollar,USDGHS,15.5222,15.5378,15.53
28-Feb-25,US Dollar,USDGHS,15.5222,15.5378,15.53
27-Feb-25,US Dollar,USDGHS,15.5322,15.5478,15.54
26-Feb-25,US Dollar,USDGHS,15.5222,15.5378,15.53
25-Feb-25,US Dollar,USDGHS,15.5222,15.5378,15.53
24-Feb-25,US Dollar,USDGHS,15.4923,15.5078,15.5
21-Feb-25,US Dollar,USDGHS,15.5322,15.5478,15.54
20-Feb-25,US Dollar,USDGHS,15.5422,15.5578,15.55
19-Feb-25,US Dollar,USDGHS,15.5422,15.5578,15.55
18-Feb-25,US Dollar,USDGHS,15.4923,15.5078,15.5
17-Feb-25,US Dollar,USDGHS,15.4923,15.5078,15.5
14-Feb-25,US Dollar,USDGHS,15.4923,15.5078,15.5
13-Feb-25,US Dollar,USDGHS,15.4823,15.4977,15.49
12-Feb-25,US Dollar,USDGHS,15.4573,15.4727,15.465
11-Feb-25,US Dollar,USDGHS,15.4423,15.4577,15.45
10-Feb-25,US Dollar,USDGHS,15.4723,15.4877,15.48
7-Feb-25,US Dollar,USDGHS,15.4773,15.4927,15.485
6-Feb-25,US Dollar,USDGHS,15.4423,15.4577,15.45
5-Feb-25,US Dollar,USDGHS,15.4423,15.4577,15.45
4-Feb-25,US Dollar,USDGHS,15.3723,15.3877,15.38
3-Feb-25,US Dollar,USDGHS,15.2924,15.3077,15.3
31-Jan-25,US Dollar,USDGHS,15.2924,15.3077,15.3
30-Jan-25,US Dollar,USDGHS,15.2899,15.3051,15.2975
29-Jan-25,US Dollar,USDGHS,15.2424,15.2576,15.25
28-Jan-25,US Dollar,USDGHS,15.2424,15.2576,15.25
27-Jan-25,US Dollar,USDGHS,15.1924,15.2076,15.2
24-Jan-25,US Dollar,USDGHS,15.0925,15.1076,15.1
23-Jan-25,US Dollar,USDGHS,15.1124,15.1276,15.12
22-Jan-25,US Dollar,USDGHS,15.0525,15.0675,15.06
21-Jan-25,US Dollar,USDGHS,15.0121,15.0271,15.0196
20-Jan-25,US Dollar,USDGHS,14.9925,15.0075,15
17-Jan-25,US Dollar,USDGHS,14.9425,14.9575,14.95
16-Jan-25,US Dollar,USDGHS,14.9125,14.9275,14.92
15-Jan-25,US Dollar,USDGHS,14.8426,14.8574,14.85
14-Jan-25,US Dollar,USDGHS,14.8366,14.8514,14.844
13-Jan-25,US Dollar,USDGHS,14.7926,14.8074,14.8
10-Jan-25,US Dollar,USDGHS,14.7426,14.7574,14.75
9-Jan-25,US Dollar,USDGHS,14.7926,14.8074,14.8
8-Jan-25,US Dollar,USDGHS,14.7426,14.7574,14.75
6-Jan-25,US Dollar,USDGHS,14.6927,14.7074,14.7
3-Jan-25,US Dollar,USDGHS,14.7426,14.7574,14.75
2-Jan-25,US Dollar,USDGHS,14.6927,14.7074,14.7
31-Dec-24,US Dollar,USDGHS,14.6927,14.7074,14.7
30-Dec-24,US Dollar,USDGHS,14.7026,14.7174,14.71
27-Dec-24,US Dollar,USDGHS,14.6927,14.7074,14.7
24-Dec-24,US Dollar,USDGHS,14.6427,14.6573,14.65
23-Dec-24,US Dollar,USDGHS,14.6427,14.6573,14.65
20-Dec-24,US Dollar,USDGHS,14.6927,14.7074,14.7
19-Dec-24,US Dollar,USDGHS,14.7326,14.7474,14.74
18-Dec-24,US Dollar,USDGHS,14.7226,14.7374,14.73
17-Dec-24,US Dollar,USDGHS,14.7126,14.7274,14.72
16-Dec-24,US Dollar,USDGHS,14.7226,14.7374,14.73
13-Dec-24,US Dollar,USDGHS,14.7326,14.7474,14.74
12-Dec-24,US Dollar,USDGHS,14.7226,14.7374,14.73
11-Dec-24,US Dollar,USDGHS,14.6727,14.6873,14.68
10-Dec-24,US Dollar,USDGHS,14.7426,14.7574,14.75
9-Dec-24,US Dollar,USDGHS,14.7926,14.8074,14.8
5-Dec-24,US Dollar,USDGHS,14.8626,14.8774,14.87
4-Dec-24,US Dollar,USDGHS,14.9125,14.9275,14.92
3-Dec-24,US Dollar,USDGHS,15.1074,15.1226,15.115
2-Dec-24,US Dollar,USDGHS,15.1874,15.2026,15.195
29-Nov-24,US Dollar,USDGHS,15.2624,15.2776,15.27
28-Nov-24,US Dollar,USDGHS,15.3693,15.3847,15.377
27-Nov-24,US Dollar,USDGHS,15.4823,15.4977,15.49
26-Nov-24,US Dollar,USDGHS,15.6122,15.6278,15.62
25-Nov-24,US Dollar,USDGHS,15.7121,15.7279,15.72
22-Nov-24,US Dollar,USDGHS,15.7921,15.8079,15.8
21-Nov-24,US Dollar,USDGHS,15.8421,15.8579,15.85
20-Nov-24,US Dollar,USDGHS,15.8921,15.908,15.9
19-Nov-24,US Dollar,USDGHS,15.912,15.928,15.92
18-Nov-24,US Dollar,USDGHS,15.922,15.938,15.93
15-Nov-24,US Dollar,USDGHS,15.967,15.983,15.975
14-Nov-24,US Dollar,USDGHS,16.072,16.088,16.08
13-Nov-24,US Dollar,USDGHS,16.1419,16.1581,16.15
12-Nov-24,US Dollar,USDGHS,16.2419,16.2581,16.25
11-Nov-24,US Dollar,USDGHS,16.2919,16.3082,16.3
8-Nov-24,US Dollar,USDGHS,16.3419,16.3583,16.3501
7-Nov-24,US Dollar,USDGHS,16.1919,16.2081,16.2
6-Nov-24,US Dollar,USDGHS,16.4118,16.4282,16.42
5-Nov-24,US Dollar,USDGHS,16.3418,16.3582,16.35
4-Nov-24,US Dollar,USDGHS,16.3918,16.4082,16.4
1-Nov-24,US Dollar,USDGHS,16.2919,16.3082,16.3
31-Oct-24,US Dollar,USDGHS,16.2919,16.3082,16.3
30-Oct-24,US Dollar,USDGHS,16.2419,16.2581,16.25
29-Oct-24,US Dollar,USDGHS,16.2067,16.2229,16.2148
28-Oct-24,US Dollar,USDGHS,16.1419,16.1581,16.15
25-Oct-24,US Dollar,USDGHS,16.1419,16.1581,16.15
24-Oct-24,US Dollar,USDGHS,16.062,16.078,16.07
23-Oct-24,US Dollar,USDGHS,16.1419,16.1581,16.15
22-Oct-24,US Dollar,USDGHS,15.992,16.008,16
21-Oct-24,US Dollar,USDGHS,15.992,16.008,16
18-Oct-24,US Dollar,USDGHS,15.982,15.998,15.99
17-Oct-24,US Dollar,USDGHS,15.992,16.008,16
16-Oct-24,US Dollar,USDGHS,15.922,15.938,15.93
15-Oct-24,US Dollar,USDGHS,15.8921,15.908,15.9
14-Oct-24,US Dollar,USDGHS,15.962,15.978,15.97
11-Oct-24,US Dollar,USDGHS,15.8921,15.908,15.9
10-Oct-24,US Dollar,USDGHS,15.8421,15.8579,15.85
9-Oct-24,US Dollar,USDGHS,15.8921,15.908,15.9
8-Oct-24,US Dollar,USDGHS,15.8221,15.8379,15.83
7-Oct-24,US Dollar,USDGHS,15.8721,15.8879,15.88
4-Oct-24,US Dollar,USDGHS,15.7821,15.7979,15.79
3-Oct-24,US Dollar,USDGHS,15.7921,15.8079,15.8
2-Oct-24,US Dollar,USDGHS,15.8721,15.8879,15.88
1-Oct-24,US Dollar,USDGHS,15.8321,15.8479,15.84
30-Sep-24,US Dollar,USDGHS,15.7921,15.8079,15.8
27-Sep-24,US Dollar,USDGHS,15.8221,15.8379,15.83
26-Sep-24,US Dollar,USDGHS,15.7921,15.8079,15.8
25-Sep-24,US Dollar,USDGHS,15.6922,15.7079,15.7
24-Sep-24,US Dollar,USDGHS,15.7122,15.728,15.7201
20-Sep-24,US Dollar,USDGHS,15.748,15.7638,15.7559
19-Sep-24,US Dollar,USDGHS,15.7221,15.7379,15.73
18-Sep-24,US Dollar,USDGHS,15.7421,15.7579,15.75
17-Sep-24,US Dollar,USDGHS,15.6133,15.6289,15.6211
16-Sep-24,US Dollar,USDGHS,15.657,15.6726,15.6648
13-Sep-24,US Dollar,USDGHS,15.6337,15.6493,15.6415
12-Sep-24,US Dollar,USDGHS,15.5202,15.5358,15.528
11-Sep-24,US Dollar,USDGHS,15.4398,15.4552,15.4475
10-Sep-24,US Dollar,USDGHS,15.3598,15.3752,15.3675
9-Sep-24,US Dollar,USDGHS,15.3598,15.3752,15.3675
6-Sep-24,US Dollar,USDGHS,15.3373,15.3527,15.345
5-Sep-24,US Dollar,USDGHS,15.3158,15.3312,15.3235
4-Sep-24,US Dollar,USDGHS,15.2719,15.2871,15.2795
3-Sep-24,US Dollar,USDGHS,15.24,15.2552,15.2476
2-Sep-24,US Dollar,USDGHS,15.2226,15.2378,15.2302
30-Aug-24,US Dollar,USDGHS,15.1823,15.1975,15.1899
29-Aug-24,US Dollar,USDGHS,15.1643,15.1795,15.1719
28-Aug-24,US Dollar,USDGHS,15.1504,15.1656,15.158
27-Aug-24,US Dollar,USDGHS,15.1279,15.1431,15.1355
26-Aug-24,US Dollar,USDGHS,15.1289,15.1441,15.1365
23-Aug-24,US Dollar,USDGHS,15.1239,15.1391,15.1315
22-Aug-24,US Dollar,USDGHS,15.1239,15.1391,15.1315
21-Aug-24,US Dollar,USDGHS,15.1224,15.1376,15.13
20-Aug-24,US Dollar,USDGHS,15.1236,15.1388,15.1312
19-Aug-24,US Dollar,USDGHS,15.1236,15.1388,15.1312
16-Aug-24,US Dollar,USDGHS,15.1246,15.1398,15.1322
15-Aug-24,US Dollar,USDGHS,15.1251,15.1403,15.1327
14-Aug-24,US Dollar,USDGHS,15.1251,15.1403,15.1327
13-Aug-24,US Dollar,USDGHS,15.1265,15.1417,15.1341
12-Aug-24,US Dollar,USDGHS,15.108,15.1232,15.1156
9-Aug-24,US Dollar,USDGHS,15.0844,15.0994,15.0919
8-Aug-24,US Dollar,USDGHS,15.0499,15.0649,15.0574
7-Aug-24,US Dollar,USDGHS,15.0147,15.0297,15.0222
6-Aug-24,US Dollar,USDGHS,14.9836,14.9986,14.9911
2-Aug-24,US Dollar,USDGHS,14.9621,14.9771,14.9696
1-Aug-24,US Dollar,USDGHS,14.9426,14.9576,14.9501
31-Jul-24,US Dollar,USDGHS,14.8934,14.9084,14.9009
30-Jul-24,US Dollar,USDGHS,14.8832,14.898,14.8906
29-Jul-24,US Dollar,USDGHS,14.8284,14.8432,14.8358
26-Jul-24,US Dollar,USDGHS,14.8209,14.8357,14.8283
25-Jul-24,US Dollar,USDGHS,14.8111,14.8259,14.8185
24-Jul-24,US Dollar,USDGHS,14.791,14.8058,14.7984
23-Jul-24,US Dollar,USDGHS,14.779,14.7938,14.7864
22-Jul-24,US Dollar,USDGHS,14.7737,14.7885,14.7811
19-Jul-24,US Dollar,USDGHS,14.7737,14.7885,14.7811
18-Jul-24,US Dollar,USDGHS,14.7576,14.7724,14.765
17-Jul-24,US Dollar,USDGHS,14.753,14.7678,14.7604
16-Jul-24,US Dollar,USDGHS,14.7382,14.753,14.7456
15-Jul-24,US Dollar,USDGHS,14.7179,14.7327,14.7253
12-Jul-24,US Dollar,USDGHS,14.7098,14.7246,14.7172
11-Jul-24,US Dollar,USDGHS,14.7062,14.721,14.7136
10-Jul-24,US Dollar,USDGHS,14.7062,14.721,14.7136
9-Jul-24,US Dollar,USDGHS,14.7011,14.7159,14.7085
8-Jul-24,US Dollar,USDGHS,14.7011,14.7159,14.7085
5-Jul-24,US Dollar,USDGHS,14.6634,14.678,14.6707
4-Jul-24,US Dollar,USDGHS,14.6508,14.6654,14.6581
3-Jul-24,US Dollar,USDGHS,14.6508,14.6654,14.6581
2-Jul-24,US Dollar,USDGHS,14.6159,14.6305,14.6232
1-Jul-24,US Dollar,USDGHS,14.5787,14.5933,14.586
28-Jun-24,US Dollar,USDGHS,14.5787,14.5933,14.586
27-Jun-24,US Dollar,USDGHS,14.5537,14.5683,14.561
26-Jun-24,US Dollar,USDGHS,14.5385,14.5531,14.5458
25-Jun-24,US Dollar,USDGHS,14.5185,14.5331,14.5258
24-Jun-24,US Dollar,USDGHS,14.4793,14.4937,14.4865
21-Jun-24,US Dollar,USDGHS,14.4395,14.4539,14.4467
20-Jun-24,US Dollar,USDGHS,14.3995,14.4139,14.4067
19-Jun-24,US Dollar,USDGHS,14.3577,14.3721,14.3649
18-Jun-24,US Dollar,USDGHS,14.3157,14.3301,14.3229
14-Jun-24,US Dollar,USDGHS,14.2943,14.3087,14.3015
13-Jun-24,US Dollar,USDGHS,14.2659,14.2801,14.273
12-Jun-24,US Dollar,USDGHS,14.2659,14.2801,14.273
11-Jun-24,US Dollar,USDGHS,14.2409,14.2551,14.248
10-Jun-24,US Dollar,USDGHS,14.1925,14.2067,14.1996
7-Jun-24,US Dollar,USDGHS,14.1444,14.1586,14.1515
6-Jun-24,US Dollar,USDGHS,14.1374,14.1516,14.1445
5-Jun-24,US Dollar,USDGHS,14.1424,14.1566,14.1495
4-Jun-24,US Dollar,USDGHS,14.1424,14.1566,14.1495
3-Jun-24,US Dollar,USDGHS,14.1223,14.1365,14.1294
31-May-24,US Dollar,USDGHS,14.123,14.1372,14.1301
30-May-24,US Dollar,USDGHS,14.0909,14.1049,14.0979
29-May-24,US Dollar,USDGHS,14.0408,14.0548,14.0478
28-May-24,US Dollar,USDGHS,14.008,14.022,14.015
27-May-24,US Dollar,USDGHS,13.998,14.012,14.005
24-May-24,US Dollar,USDGHS,13.948,13.962,13.955
23-May-24,US Dollar,USDGHS,13.9225,13.9365,13.9295
22-May-24,US Dollar,USDGHS,13.9,13.914,13.907
21-May-24,US Dollar,USDGHS,13.8687,13.8825,13.8756
20-May-24,US Dollar,USDGHS,13.8326,13.8464,13.8395
17-May-24,US Dollar,USDGHS,13.7931,13.8069,13.8
16-May-24,US Dollar,USDGHS,13.7641,13.7779,13.771
15-May-24,US Dollar,USDGHS,13.7274,13.7412,13.7343
14-May-24,US Dollar,USDGHS,13.7161,13.7299,13.723
13-May-24,US Dollar,USDGHS,13.7161,13.7299,13.723
10-May-24,US Dollar,USDGHS,13.6754,13.689,13.6822
9-May-24,US Dollar,USDGHS,13.6584,13.672,13.6652
8-May-24,US Dollar,USDGHS,13.5447,13.5583,13.5515
7-May-24,US Dollar,USDGHS,13.4915,13.5049,13.4982
6-May-24,US Dollar,USDGHS,13.4641,13.4775,13.4708
3-May-24,US Dollar,USDGHS,13.4094,13.4228,13.4161
2-May-24,US Dollar,USDGHS,13.3667,13.3801,13.3734
30-Apr-24,US Dollar,USDGHS,13.2673,13.2805,13.2739
29-Apr-24,US Dollar,USDGHS,13.2376,13.2508,13.2442
26-Apr-24,US Dollar,USDGHS,13.1928,13.206,13.1994
25-Apr-24,US Dollar,USDGHS,13.1683,13.1815,13.1749
24-Apr-24,US Dollar,USDGHS,13.1355,13.1487,13.1421
23-Apr-24,US Dollar,USDGHS,13.0693,13.0823,13.0758
22-Apr-24,US Dollar,USDGHS,13.0601,13.0731,13.0666
19-Apr-24,US Dollar,USDGHS,13.0472,13.0602,13.0537
18-Apr-24,US Dollar,USDGHS,13.0035,13.0165,13.01
17-Apr-24,US Dollar,USDGHS,12.998,13.011,13.0045
16-Apr-24,US Dollar,USDGHS,12.9907,13.0037,12.9972
15-Apr-24,US Dollar,USDGHS,12.9907,13.0037,12.9972
12-Apr-24,US Dollar,USDGHS,12.9802,12.9932,12.9867
10-Apr-24,US Dollar,USDGHS,12.9643,12.9773,12.9708
9-Apr-24,US Dollar,USDGHS,12.9528,12.9658,12.9593
8-Apr-24,US Dollar,USDGHS,12.9528,12.9658,12.9593
5-Apr-24,US Dollar,USDGHS,12.9117,12.9247,12.9182
4-Apr-24,US Dollar,USDGHS,12.9067,12.9197,12.9132
3-Apr-24,US Dollar,USDGHS,12.9006,12.9136,12.9071
2-Apr-24,US Dollar,USDGHS,12.9006,12.9136,12.9071
28-Mar-24,US Dollar,USDGHS,12.8706,12.8834,12.877
27-Mar-24,US Dollar,USDGHS,12.8624,12.8752,12.8688
26-Mar-24,US Dollar,USDGHS,12.8558,12.8686,12.8622
25-Mar-24,US Dollar,USDGHS,12.8393,12.8521,12.8457
22-Mar-24,US Dollar,USDGHS,12.7936,12.8064,12.8
21-Mar-24,US Dollar,USDGHS,12.7706,12.7834,12.777
20-Mar-24,US Dollar,USDGHS,12.7413,12.7541,12.7477
19-Mar-24,US Dollar,USDGHS,12.7018,12.7146,12.7082
18-Mar-24,US Dollar,USDGHS,12.6547,12.6673,12.661
15-Mar-24,US Dollar,USDGHS,12.5984,12.611,12.6047
14-Mar-24,US Dollar,USDGHS,12.5984,12.611,12.6047
13-Mar-24,US Dollar,USDGHS,12.5984,12.611,12.6047
12-Mar-24,US Dollar,USDGHS,12.5696,12.5822,12.5759
11-Mar-24,US Dollar,USDGHS,12.5477,12.5603,12.554
8-Mar-24,US Dollar,USDGHS,12.5412,12.5538,12.5475
7-Mar-24,US Dollar,USDGHS,12.5285,12.5411,12.5348
5-Mar-24,US Dollar,USDGHS,12.4991,12.5117,12.5054
4-Mar-24,US Dollar,USDGHS,12.4956,12.5082,12.5019
1-Mar-24,US Dollar,USDGHS,12.4938,12.5063,12.5
29-Feb-24,US Dollar,USDGHS,12.458,12.4704,12.4642
28-Feb-24,US Dollar,USDGHS,12.4221,12.4345,12.4283
27-Feb-24,US Dollar,USDGHS,12.39,12.4024,12.3962
26-Feb-24,US Dollar,USDGHS,12.3843,12.3967,12.3905
23-Feb-24,US Dollar,USDGHS,12.3815,12.3939,12.3877
22-Feb-24,US Dollar,USDGHS,12.3815,12.3939,12.3877
21-Feb-24,US Dollar,USDGHS,12.3766,12.389,12.3828
20-Feb-24,US Dollar,USDGHS,12.2892,12.3014,12.2953
19-Feb-24,US Dollar,USDGHS,12.2753,12.2875,12.2814
16-Feb-24,US Dollar,USDGHS,12.2003,12.2125,12.2064
15-Feb-24,US Dollar,USDGHS,12.1754,12.1876,12.1815
14-Feb-24,US Dollar,USDGHS,12.1564,12.1686,12.1625
13-Feb-24,US Dollar,USDGHS,12.1549,12.1671,12.161
12-Feb-24,US Dollar,USDGHS,12.1549,12.1671,12.161
9-Feb-24,US Dollar,USDGHS,12.1117,12.1239,12.1178
8-Feb-24,US Dollar,USDGHS,12.094,12.1061,12.1
7-Feb-24,US Dollar,USDGHS,12.0816,12.0936,12.0876
6-Feb-24,US Dollar,USDGHS,12.0733,12.0853,12.0793
5-Feb-24,US Dollar,USDGHS,12.0651,12.0771,12.0711
2-Feb-24,US Dollar,USDGHS,12.0476,12.0596,12.0536
1-Feb-24,US Dollar,USDGHS,12.0296,12.0416,12.0356
31-Jan-24,US Dollar,USDGHS,12.0296,12.0416,12.0356
30-Jan-24,US Dollar,USDGHS,12.0066,12.0186,12.0126
29-Jan-24,US Dollar,USDGHS,11.999,12.011,12.005
26-Jan-24,US Dollar,USDGHS,11.974,11.986,11.98
25-Jan-24,US Dollar,USDGHS,11.965,11.977,11.971
24-Jan-24,US Dollar,USDGHS,11.9593,11.9713,11.9653
23-Jan-24,US Dollar,USDGHS,11.9593,11.9713,11.9653
22-Jan-24,US Dollar,USDGHS,11.9562,11.9682,11.9622
19-Jan-24,US Dollar,USDGHS,11.9541,11.9661,11.9601
18-Jan-24,US Dollar,USDGHS,11.9094,11.9214,11.9154
17-Jan-24,US Dollar,USDGHS,11.9071,11.9191,11.9131
16-Jan-24,US Dollar,USDGHS,11.9042,11.9162,11.9102
15-Jan-24,US Dollar,USDGHS,11.9017,11.9137,11.9077
12-Jan-24,US Dollar,USDGHS,11.9017,11.9137,11.9077
11-Jan-24,US Dollar,USDGHS,11.8937,11.9055,11.8996
10-Jan-24,US Dollar,USDGHS,11.8867,11.8985,11.8926
9-Jan-24,US Dollar,USDGHS,11.881,11.8928,11.8869
5-Jan-24,US Dollar,USDGHS,11.8787,11.8905,11.8846
4-Jan-24,US Dollar,USDGHS,11.8768,11.8886,11.8827
3-Jan-24,US Dollar,USDGHS,11.877,11.8888,11.8829
2-Jan-24,US Dollar,USDGHS,11.877,11.8888,11.8829
29-Dec-23,US Dollar,USDGHS,11.8741,11.8859,11.88
28-Dec-23,US Dollar,USDGHS,11.6372,11.6488,11.643
27-Dec-23,US Dollar,USDGHS,11.6385,11.6501,11.6443
22-Dec-23,US Dollar,USDGHS,11.6396,11.6512,11.6454
21-Dec-23,US Dollar,USDGHS,11.6399,11.6515,11.6457
20-Dec-23,US Dollar,USDGHS,11.6399,11.6515,11.6457
19-Dec-23,US Dollar,USDGHS,11.6392,11.6508,11.645
18-Dec-23,US Dollar,USDGHS,11.6373,11.6489,11.6431
15-Dec-23,US Dollar,USDGHS,11.6373,11.6489,11.6431
14-Dec-23,US Dollar,USDGHS,11.6344,11.646,11.6402
13-Dec-23,US Dollar,USDGHS,11.6326,11.6442,11.6384
12-Dec-23,US Dollar,USDGHS,11.6298,11.6414,11.6356
11-Dec-23,US Dollar,USDGHS,11.63,11.6416,11.6358
8-Dec-23,US Dollar,USDGHS,11.6243,11.6359,11.6301
7-Dec-23,US Dollar,USDGHS,11.6236,11.6352,11.6294
6-Dec-23,US Dollar,USDGHS,11.6203,11.6319,11.6261
5-Dec-23,US Dollar,USDGHS,11.6188,11.6304,11.6246
4-Dec-23,US Dollar,USDGHS,11.6188,11.6304,11.6246
30-Nov-23,US Dollar,USDGHS,11.6148,11.6264,11.6206
29-Nov-23,US Dollar,USDGHS,11.6053,11.6169,11.6111
28-Nov-23,US Dollar,USDGHS,11.5933,11.6049,11.5991
27-Nov-23,US Dollar,USDGHS,11.5842,11.5958,11.59
24-Nov-23,US Dollar,USDGHS,11.5772,11.5888,11.583
23-Nov-23,US Dollar,USDGHS,11.5687,11.5803,11.5745
22-Nov-23,US Dollar,USDGHS,11.5687,11.5803,11.5745
21-Nov-23,US Dollar,USDGHS,11.56,11.5716,11.5658
20-Nov-23,US Dollar,USDGHS,11.5552,11.5668,11.561
17-Nov-23,US Dollar,USDGHS,11.5552,11.5668,11.561
16-Nov-23,US Dollar,USDGHS,11.5472,11.5588,11.553
15-Nov-23,US Dollar,USDGHS,11.5392,11.5508,11.545
14-Nov-23,US Dollar,USDGHS,11.5312,11.5428,11.537
13-Nov-23,US Dollar,USDGHS,11.5237,11.5353,11.5295
10-Nov-23,US Dollar,USDGHS,11.5183,11.5299,11.5241
9-Nov-23,US Dollar,USDGHS,11.5141,11.5257,11.5199
8-Nov-23,US Dollar,USDGHS,11.509,11.5206,11.5148
7-Nov-23,US Dollar,USDGHS,11.5062,11.5178,11.512
6-Nov-23,US Dollar,USDGHS,11.5013,11.5129,11.5071
3-Nov-23,US Dollar,USDGHS,11.496,11.5076,11.5018
2-Nov-23,US Dollar,USDGHS,11.496,11.5076,11.5018
1-Nov-23,US Dollar,USDGHS,11.4936,11.505,11.4993
31-Oct-23,US Dollar,USDGHS,11.4906,11.502,11.4963
30-Oct-23,US Dollar,USDGHS,11.4656,11.477,11.4713
27-Oct-23,US Dollar,USDGHS,11.4579,11.4693,11.4636
26-Oct-23,US Dollar,USDGHS,11.4579,11.4693,11.4636
25-Oct-23,US Dollar,USDGHS,11.4549,11.4663,11.4606
24-Oct-23,US Dollar,USDGHS,11.4522,11.4636,11.4579
23-Oct-23,US Dollar,USDGHS,11.4362,11.4476,11.4419
20-Oct-23,US Dollar,USDGHS,11.4158,11.4272,11.4215
19-Oct-23,US Dollar,USDGHS,11.3793,11.3907,11.385
18-Oct-23,US Dollar,USDGHS,11.3548,11.3662,11.3605
17-Oct-23,US Dollar,USDGHS,11.3293,11.3407,11.335
16-Oct-23,US Dollar,USDGHS,11.3137,11.3251,11.3194
13-Oct-23,US Dollar,USDGHS,11.3057,11.3171,11.3114
12-Oct-23,US Dollar,USDGHS,11.2952,11.3066,11.3009
11-Oct-23,US Dollar,USDGHS,11.2603,11.2715,11.2659
10-Oct-23,US Dollar,USDGHS,11.2531,11.2643,11.2587
9-Oct-23,US Dollar,USDGHS,11.2231,11.2343,11.2287
6-Oct-23,US Dollar,USDGHS,11.2231,11.2343,11.2287
5-Oct-23,US Dollar,USDGHS,11.2193,11.2305,11.2249
4-Oct-23,US Dollar,USDGHS,11.1786,11.1898,11.1842
3-Oct-23,US Dollar,USDGHS,11.1436,11.1548,11.1492
2-Oct-23,US Dollar,USDGHS,11.1436,11.1548,11.1492
29-Sep-23,US Dollar,USDGHS,11.1229,11.1341,11.1285
28-Sep-23,US Dollar,USDGHS,11.1024,11.1136,11.108
27-Sep-23,US Dollar,USDGHS,11.076,11.087,11.0815
26-Sep-23,US Dollar,USDGHS,11.0736,11.0846,11.0791
25-Sep-23,US Dollar,USDGHS,11.0703,11.0813,11.0758
22-Sep-23,US Dollar,USDGHS,11.069,11.08,11.0745
20-Sep-23,US Dollar,USDGHS,11.069,11.08,11.0745
19-Sep-23,US Dollar,USDGHS,11.0681,11.0791,11.0736
18-Sep-23,US Dollar,USDGHS,11.0668,11.0778,11.0723
15-Sep-23,US Dollar,USDGHS,11.0653,11.0763,11.0708
14-Sep-23,US Dollar,USDGHS,11.0606,11.0716,11.0661
13-Sep-23,US Dollar,USDGHS,11.0503,11.0613,11.0558
12-Sep-23,US Dollar,USDGHS,11.0503,11.0613,11.0558
11-Sep-23,US Dollar,USDGHS,11.0476,11.0586,11.0531
8-Sep-23,US Dollar,USDGHS,11.0461,11.0571,11.0516
7-Sep-23,US Dollar,USDGHS,11.0346,11.0456,11.0401
6-Sep-23,US Dollar,USDGHS,11.0276,11.0386,11.0331
5-Sep-23,US Dollar,USDGHS,11.0175,11.0285,11.023
4-Sep-23,US Dollar,USDGHS,11.0152,11.0262,11.0207
1-Sep-23,US Dollar,USDGHS,11.0152,11.0262,11.0207
31-Aug-23,US Dollar,USDGHS,11.0137,11.0247,11.0192
30-Aug-23,US Dollar,USDGHS,11.0112,11.0222,11.0167
29-Aug-23,US Dollar,USDGHS,11.0097,11.0207,11.0152
28-Aug-23,US Dollar,USDGHS,11.0077,11.0187,11.0132
25-Aug-23,US Dollar,USDGHS,11.0047,11.0157,11.0102
24-Aug-23,US Dollar,USDGHS,11.0027,11.0137,11.0082
23-Aug-23,US Dollar,USDGHS,11.0012,11.0122,11.0067
22-Aug-23,US Dollar,USDGHS,11.0005,11.0115,11.006
21-Aug-23,US Dollar,USDGHS,10.9996,11.0106,11.0051
18-Aug-23,US Dollar,USDGHS,10.9996,11.0106,11.0051
17-Aug-23,US Dollar,USDGHS,10.9996,11.0106,11.0051
16-Aug-23,US Dollar,USDGHS,10.9991,11.0101,11.0046
15-Aug-23,US Dollar,USDGHS,10.9993,11.0103,11.0048
14-Aug-23,US Dollar,USDGHS,10.9985,11.0095,11.004
11-Aug-23,US Dollar,USDGHS,10.9976,11.0086,11.0031
10-Aug-23,US Dollar,USDGHS,10.9976,11.0086,11.0031
9-Aug-23,US Dollar,USDGHS,10.9969,11.0079,11.0024
8-Aug-23,US Dollar,USDGHS,10.9967,11.0077,11.0022
